id	title	author	gender	year-birth	year-death	year-worldcat	year-ref	language	translation	downloads	subjects	shortauthor	shorttitle	worldcaturl	Western	Adventure	Love	War	Humour	Sea	Pulp fiction	SciFi & Fantasy	General fiction	Mystery & Detective stories	Juvenile	Translations
PG24000	Miss Mackenzie	Trollope, Anthony		1815.0	1882.0	1876.0	1876	['en']		74	{'Courtship -- Fiction', 'England -- Fiction', 'Love stories', 'Single women -- Fiction', 'Inheritance and succession -- Fiction'}	Anthony+Trollope	Miss+Mackenzie	https://www.worldcat.org/search?q=Anthony+Trollope+Miss+Mackenzie&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	1	0	0	0	0	0	1	0	0	0
PG2158	The Prime Minister	Trollope, Anthony		1815.0	1882.0	1876.0	1876	['en']		251	{'Political fiction', 'London (England) -- Fiction', 'Prime ministers -- Fiction', 'Palliser, Plantagenet (Fictitious character) -- Fiction'}	Anthony+Trollope	Prime+Minister	https://www.worldcat.org/search?q=Anthony+Trollope+Prime+Minister&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG35430	A Charming Fellow, Volume III	Trollope, Frances Eleanor		1835.0	1913.0	1876.0	1876	['en']		7	{'Fiction'}	Frances+Trollope	Charming+Fellow	https://www.worldcat.org/search?q=Frances+Trollope+Charming+Fellow&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG35429	A Charming Fellow, Volume II	Trollope, Frances Eleanor		1835.0	1913.0	1876.0	1876	['en']		20	{'Fiction'}	Frances+Trollope	Charming+Fellow	https://www.worldcat.org/search?q=Frances+Trollope+Charming+Fellow&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG35428	A Charming Fellow, Volume I	Trollope, Frances Eleanor		1835.0	1913.0	1876.0	1876	['en']		21	{'Fiction'}	Frances+Trollope	Charming+Fellow	https://www.worldcat.org/search?q=Frances+Trollope+Charming+Fellow&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG9150	Dick Sands, the Boy Captain	Verne, Jules		1828.0	1905.0	1911.0	1876	['en']	1.0	57	{'Voyages and travels -- Fiction', 'Sailors -- Fiction', 'Ship captains -- Fiction', 'Cooks -- Fiction', 'Whales -- Fiction', 'Slaves -- Fiction', 'Adventure stories'}	Jules+Verne	Dick+Sands	https://www.worldcat.org/search?q=Jules+Verne+Dick+Sands&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	1	0	0	0	0	0	0	0	0	0	0
PG3808	Robur the Conqueror	Verne, Jules		1828.0	1905.0	1911.0	1876	['en']	1.0	82	{'Aeronautics -- Fiction', 'Science fiction'}	Jules+Verne	Robur+Conqueror	https://www.worldcat.org/search?q=Jules+Verne+Robur+Conqueror&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	1	0	0	0	0
PG12051	Dick Sand: A Captain at Fifteen	Verne, Jules		1828.0	1905.0	1911.0	1876	['en']	1.0	32	{'Voyages and travels -- Fiction', 'Sailors -- Fiction', 'Ship captains -- Fiction', 'Cooks -- Fiction', 'Whales -- Fiction', 'Slaves -- Fiction', 'Adventure stories'}	Jules+Verne	Dick+Sand	https://www.worldcat.org/search?q=Jules+Verne+Dick+Sand&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	1	0	0	0	0	0	0	0	0	0	0
PG2154	Around the World in Eighty Days. Junior Deluxe Edition	Verne, Jules		1828.0	1905.0	2004.0	1876	['en']	1.0	39	{'Adventure stories', 'Voyages around the world -- Fiction'}	Jules+Verne	Around+World	https://www.worldcat.org/search?q=Jules+Verne+Around+World&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	1	0	0	0	0	0	0	0	0	0	0
PG16457	All Around the Moon	Verne, Jules		1828.0	1905.0	2011.0	1876	['en']	1.0	147	{'Moon -- Fiction', 'Space ships -- Fiction', 'Space flight to the moon -- Fiction', 'Manned space flight -- Fiction', 'Science fiction'}	Jules+Verne	Around+Moon	https://www.worldcat.org/search?q=Jules+Verne+Around+Moon&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	1	0	0	0	0
PG18857	A Journey to the Centre of the Earth	Verne, Jules		1828.0	1905.0	2005.0	1876	['en']	1.0	1873	{'Earth (Planet) -- Core -- Fiction', 'Voyages, Imaginary -- Fiction', 'Adventure stories', 'Science fiction'}	Jules+Verne	Journey+Centre	https://www.worldcat.org/search?q=Jules+Verne+Journey+Centre&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	1	0	0	0	0	0	1	0	0	0	0
PG1355	The Underground City; Or, The Black Indies: (Sometimes Called The Child of the Cavern)	Verne, Jules		1828.0	1905.0	2005.0	1876	['en']	1.0	87	{'Fantasy fiction, French -- Translations into English', 'Imaginary places', 'Coal mines and mining -- Fiction', 'Scotland -- Fiction', 'Civilization, Subterranean -- Fiction', 'Adventure stories'}	Jules+Verne	Underground+City	https://www.worldcat.org/search?q=Jules+Verne+Underground+City&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	1	0	0	0	0	0	0	0	0	0	0
PG3526	Five Weeks in a Balloon: Or, Journeys and Discoveries in Africa by Three Englishmen	Verne, Jules		1828.0	1905.0	2006.0	1876	['en']	1.0	283	{'Africa -- Fiction', 'Balloons -- Fiction', 'Travel -- Fiction', 'Adventure stories', 'Science fiction'}	Jules+Verne	Five+Weeks	https://www.worldcat.org/search?q=Jules+Verne+Five+Weeks&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	1	0	0	0	0	0	1	0	0	0	0
PG3748	A Journey into the Interior of the Earth	Verne, Jules		1828.0	1905.0	2008.0	1876	['en']	1.0	229	{'Earth (Planet) -- Core -- Fiction', 'Voyages, Imaginary -- Fiction', 'Adventure stories', 'Science fiction'}	Jules+Verne	Journey+into	https://www.worldcat.org/search?q=Jules+Verne+Journey+into&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	1	0	0	0	0	0	1	0	0	0	0
PG33516	Abandoned	Verne, Jules		1828.0	1905.0	2008.0	1876	['en']	1.0	151	{'Islands of the Pacific -- Fiction', 'Castaways -- Fiction', 'Science fiction'}	Jules+Verne	Abandoned	https://www.worldcat.org/search?q=Jules+Verne+Abandoned&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	1	0	0	0	0
PG44278	From the Earth to the Moon, Direct in Ninety-Seven Hours and Twenty Minutes: and a Trip Round It	Verne, Jules		1828.0	1905.0	2008.0	1876	['en']	1.0	80	{'Herodotus. History', 'Space ships -- Fiction', 'Science fiction', 'Manned space flight -- Fiction', 'Space flight to the moon -- Fiction'}	Jules+Verne	From+Earth	https://www.worldcat.org/search?q=Jules+Verne+From+Earth&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	1	0	0	0	0
PG83	From the Earth to the Moon; and, Round the Moon	Verne, Jules		1828.0	1905.0	2008.0	1876	['en']	1.0	572	{'Moon -- Fiction', 'Space ships -- Fiction', 'Space flight to the moon -- Fiction', 'Manned space flight -- Fiction', 'Science fiction'}	Jules+Verne	From+Earth	https://www.worldcat.org/search?q=Jules+Verne+From+Earth&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	1	0	0	0	0
PG3809	The Master of the World	Verne, Jules		1828.0	1905.0	2008.0	1876	['en']	1.0	127	{'Adventure stories', 'Science fiction'}	Jules+Verne	Master+World	https://www.worldcat.org/search?q=Jules+Verne+Master+World&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	1	0	0	0	0	0	1	0	0	0	0
PG1268	The Mysterious Island	Verne, Jules		1828.0	1905.0	2008.0	1876	['en']	1.0	1332	{'Islands of the Pacific -- Fiction', 'Adventure stories', 'Castaways -- Fiction', 'Science fiction'}	Jules+Verne	Mysterious+Island	https://www.worldcat.org/search?q=Jules+Verne+Mysterious+Island&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	1	0	0	0	0	0	1	0	0	0	0
PG8993	The Mysterious Island	Verne, Jules		1828.0	1905.0	2008.0	1876	['en']	1.0	284	{'Adventure stories', 'Islands of the Pacific -- Fiction', 'Castaways -- Fiction', 'Science fiction'}	Jules+Verne	Mysterious+Island	https://www.worldcat.org/search?q=Jules+Verne+Mysterious+Island&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	1	0	0	0	0	0	1	0	0	0	0
PG164	Twenty Thousand Leagues under the Sea	Verne, Jules		1828.0	1905.0	2008.0	1876	['en']	1.0	2448	{'Underwater exploration -- Fiction', 'Submarines (Ships) -- Fiction', 'Sea stories', 'Science fiction', 'Adventure stories'}	Jules+Verne	Twenty+Thousand	https://www.worldcat.org/search?q=Jules+Verne+Twenty+Thousand&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	1	0	0	0	1	0	1	0	0	0	0
PG2488	Twenty Thousand Leagues Under the Seas: An Underwater Tour of the World	Verne, Jules		1828.0	1905.0	2008.0	1876	['en']	1.0	1113	{'Submarines (Ships) -- Fiction', 'Underwater exploration -- Fiction', 'Sea stories', 'Science fiction', 'Adventure stories'}	Jules+Verne	Twenty+Thousand	https://www.worldcat.org/search?q=Jules+Verne+Twenty+Thousand&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	1	0	0	0	1	0	1	0	0	0	0
PG19362	In the Year 2889	Verne, Jules		1828.0	1905.0	2010.0	1876	['en']	1.0	326	{'Short stories', 'Science fiction'}	Jules+Verne	Year+2889	https://www.worldcat.org/search?q=Jules+Verne+Year+2889&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	1	0	0	0	0
PG21489	The Secret of the Island	Verne, Jules		1828.0	1905.0	2001.0	1876	['en']	1.0	51	{'Islands of the Pacific -- Fiction', 'Castaways -- Fiction', 'Science fiction'}	Jules+Verne	Secret+Island	https://www.worldcat.org/search?q=Jules+Verne+Secret+Island&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	1	0	0	0	0
PG103	Around the World in Eighty Days	Verne, Jules		1828.0	1905.0	2004.0	1876	['en']	1.0	4134	{'Adventure stories', 'Voyages around the world -- Fiction'}	Jules+Verne	Around+World	https://www.worldcat.org/search?q=Jules+Verne+Around+World&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	1	0	0	0	0	0	0	0	0	0	0
PG32972	Round the World in Eighty Days	Verne, Jules		1828.0	1905.0	2000.0	1876	['en']	1.0	24	{'Adventure stories', 'Voyages around the world -- Fiction'}	Jules+Verne	Round+World	https://www.worldcat.org/search?q=Jules+Verne+Round+World&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	1	0	0	0	0	0	0	0	0	0	0
PG12901	The Moon-Voyage	Verne, Jules		1828.0	1905.0	2010.0	1876	['en']	1.0	36	{'Moon -- Fiction', 'Space ships -- Fiction', 'Science fiction', 'Manned space flight -- Fiction', 'Space flight to the moon -- Fiction'}	Jules+Verne	Moon+Voyage	https://www.worldcat.org/search?q=Jules+Verne+Moon+Voyage&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	1	0	0	0	0
PG2145	Ben-Hur: A tale of the Christ	Wallace, Lew		1827.0	1905.0	1959.0	1876	['en']		341	{'Jesus Christ -- Fiction', 'Bible. New Testament -- History of Biblical events -- Fiction', 'Tiberius, Emperor of Rome 42 B.C.-37 A.D. -- Fiction', 'Rome -- History -- Tiberius, 14-37 -- Fiction', 'Historical fiction', 'Christian fiction'}	Lew+Wallace	tale+Christ	https://www.worldcat.org/search?q=Lew+Wallace+tale+Christ&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG38865	The Maid of Honour: A Tale of the Dark Days of France. Vol. 1 (of 3)	Wingfield, Lewis		1842.0	1891.0	1891.0	1876	['en']		13	{'Historical fiction', 'France -- History -- Revolution, 1789-1799 -- Fiction'}	Lewis+Wingfield	Maid+Honour	https://www.worldcat.org/search?q=Lewis+Wingfield+Maid+Honour&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG38875	The Maid of Honour: A Tale of the Dark Days of France. Vol. 2 (of 3)	Wingfield, Lewis		1842.0	1891.0	1891.0	1876	['en']		7	{'Historical fiction', 'France -- History -- Revolution, 1789-1799 -- Fiction'}	Lewis+Wingfield	Maid+Honour	https://www.worldcat.org/search?q=Lewis+Wingfield+Maid+Honour&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG38854	The Maid of Honour: A Tale of the Dark Days of France. Vol. 3 (of 3)	Wingfield, Lewis		1842.0	1891.0	1891.0	1876	['en']		10	{'Historical fiction', 'France -- History -- Revolution, 1789-1799 -- Fiction'}	Lewis+Wingfield	Maid+Honour	https://www.worldcat.org/search?q=Lewis+Wingfield+Maid+Honour&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG38853	The Curse of Koshiu: A Chronicle of Old Japan	Wingfield, Lewis		1842.0	1891.0		1876	['en']		23	{'Hojo family -- Fiction', 'Historical fiction', 'Japan -- History -- Kamakura period, 1185-1333 -- Fiction'}	Lewis+Wingfield	Curse+Koshiu	https://www.worldcat.org/search?q=Lewis+Wingfield+Curse+Koshiu&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG58701	Edina: A Novel	Wood, Henry, Mrs.		1814.0	1887.0	1876.0	1876	['en']		14	{'English fiction -- 19th century'}	Henry+Wood	Edina+Novel	https://www.worldcat.org/search?q=Henry+Wood+Edina+Novel&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG12485	The Three Brides	Yonge, Charlotte M. (Charlotte Mary)		1823.0	1901.0	1876.0	1876	['en']		15	{'England -- Social life and customs -- 19th century -- Fiction', 'Marriage -- Fiction'}	Charlotte+Yonge	Three+Brides	https://www.worldcat.org/search?q=Charlotte+Yonge+Three+Brides&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG5705	The Queen of Sheba, and My Cousin the Colonel	Aldrich, Thomas Bailey		1836.0	1907.0	1877.0	1877	['en']		9	{'Fiction'}	Thomas+Aldrich	Queen+Sheba	https://www.worldcat.org/search?q=Thomas+Aldrich+Queen+Sheba&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG33008	Landolin	Auerbach, Berthold		1812.0	1882.0	1877.0	1877	['en']		14	{'German fiction -- Translations into English'}	Berthold+Auerbach	Landolin	https://www.worldcat.org/search?q=Berthold+Auerbach+Landolin&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	0	1
PG21701	The Settler and the Savage	Ballantyne, R. M. (Robert Michael)		1825.0	1894.0	1877.0	1877	['en']		35	{'Friendship -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction', 'Slavery -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Hunting -- Juvenile fiction', 'Outdoor life -- Juvenile fiction', 'Natural history -- Juvenile fiction', 'South Africa -- Juvenile fiction'}	Ballantyne	Settler+Savage	https://www.worldcat.org/search?q=Ballantyne+Settler+Savage&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
PG34810	The Red Miriok	Barnes, Annie Maria		1857.0			1877	['en']		24	{'Voyages and travels -- Juvenile fiction', 'Americans -- Korea -- Juvenile fiction', 'Families -- Juvenile fiction', 'Missionaries -- Juvenile fiction'}	Annie+Barnes	Miriok	https://www.worldcat.org/search?q=Annie+Barnes+Miriok&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
PG7112	Erema; Or, My Father's Sin	Blackmore, R. D. (Richard Doddridge)		1825.0	1900.0	1877.0	1877	['en']		47	{'California -- History -- 19th century -- Fiction', 'Fathers and daughters -- Fiction', 'Young women -- Fiction'}	Blackmore	Erema+Father	https://www.worldcat.org/search?q=Blackmore+Erema+Father&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG25725	That Lass O' Lowrie's: 1877	Burnett, Frances Hodgson		1849.0	1924.0	1877.0	1877	['en']		48	{'Coal miners -- Fiction', 'Lancashire (England) -- Fiction', 'Friendship -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction'}	Frances+Burnett	That+Lass	https://www.worldcat.org/search?q=Frances+Burnett+That+Lass&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG56868	The Boy Traders; Or, The Sportsman's Club Among the Boers	Castlemon, Harry		1842.0	1915.0	1877.0	1877	['en']		7	{'Voyages and travels -- Juvenile fiction', 'Ships -- Juvenile fiction', 'Afrikaners -- Juvenile fiction'}	Harry+Castlemon	Traders+Sportsman	https://www.worldcat.org/search?q=Harry+Castlemon+Traders+Sportsman&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
PG25302	Jack: 1877	Daudet, Alphonse		1840.0	1897.0	1877.0	1877	['en']	1.0	29	{'Illegitimate children -- Fiction', 'French fiction -- Translations into English', 'Child labor -- Fiction'}	Alphonse+Daudet	Jack+1877	https://www.worldcat.org/search?q=Alphonse+Daudet+Jack+1877&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	0	1
PG5446	Uarda : a Romance of Ancient Egypt — Volume 08	Ebers, Georg		1837.0	1898.0	1877.0	1877	['en']		5	{'German fiction -- Translations into English', 'Egypt -- History -- To 332 B.C. -- Fiction'}	Georg+Ebers	Uarda+Romance	https://www.worldcat.org/search?q=Georg+Ebers+Uarda+Romance&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	0	1
PG5445	Uarda : a Romance of Ancient Egypt — Volume 07	Ebers, Georg		1837.0	1898.0	1877.0	1877	['en']		6	{'German fiction -- Translations into English', 'Egypt -- History -- To 332 B.C. -- Fiction'}	Georg+Ebers	Uarda+Romance	https://www.worldcat.org/search?q=Georg+Ebers+Uarda+Romance&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	0	1
PG5448	Uarda : a Romance of Ancient Egypt — Volume 10	Ebers, Georg		1837.0	1898.0	1877.0	1877	['en']		8	{'German fiction -- Translations into English', 'Egypt -- History -- To 332 B.C. -- Fiction'}	Georg+Ebers	Uarda+Romance	https://www.worldcat.org/search?q=Georg+Ebers+Uarda+Romance&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	0	1
PG5447	Uarda : a Romance of Ancient Egypt — Volume 09	Ebers, Georg		1837.0	1898.0	1877.0	1877	['en']		4	{'German fiction -- Translations into English', 'Egypt -- History -- To 332 B.C. -- Fiction'}	Georg+Ebers	Uarda+Romance	https://www.worldcat.org/search?q=Georg+Ebers+Uarda+Romance&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	0	1
PG5449	Uarda : a Romance of Ancient Egypt — Complete	Ebers, Georg		1837.0	1898.0	1877.0	1877	['en']		276	{'German fiction -- Translations into English', 'Egypt -- History -- To 332 B.C. -- Fiction'}	Georg+Ebers	Uarda+Romance	https://www.worldcat.org/search?q=Georg+Ebers+Uarda+Romance&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	0	1
PG5439	Uarda : a Romance of Ancient Egypt — Volume 01	Ebers, Georg		1837.0	1898.0	1877.0	1877	['en']		6	{'German fiction -- Translations into English', 'Egypt -- History -- To 332 B.C. -- Fiction'}	Georg+Ebers	Uarda+Romance	https://www.worldcat.org/search?q=Georg+Ebers+Uarda+Romance&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	0	1
PG5440	Uarda : a Romance of Ancient Egypt — Volume 02	Ebers, Georg		1837.0	1898.0	1877.0	1877	['en']		6	{'German fiction -- Translations into English', 'Egypt -- History -- To 332 B.C. -- Fiction'}	Georg+Ebers	Uarda+Romance	https://www.worldcat.org/search?q=Georg+Ebers+Uarda+Romance&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	0	1
PG5441	Uarda : a Romance of Ancient Egypt — Volume 03	Ebers, Georg		1837.0	1898.0	1877.0	1877	['en']		4	{'German fiction -- Translations into English', 'Egypt -- History -- To 332 B.C. -- Fiction'}	Georg+Ebers	Uarda+Romance	https://www.worldcat.org/search?q=Georg+Ebers+Uarda+Romance&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	0	1
PG5442	Uarda : a Romance of Ancient Egypt — Volume 04	Ebers, Georg		1837.0	1898.0	1877.0	1877	['en']		2	{'German fiction -- Translations into English', 'Egypt -- History -- To 332 B.C. -- Fiction'}	Georg+Ebers	Uarda+Romance	https://www.worldcat.org/search?q=Georg+Ebers+Uarda+Romance&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	0	1
PG5443	Uarda : a Romance of Ancient Egypt — Volume 05	Ebers, Georg		1837.0	1898.0	1877.0	1877	['en']		7	{'German fiction -- Translations into English', 'Egypt -- History -- To 332 B.C. -- Fiction'}	Georg+Ebers	Uarda+Romance	https://www.worldcat.org/search?q=Georg+Ebers+Uarda+Romance&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	0	1
PG5444	Uarda : a Romance of Ancient Egypt — Volume 06	Ebers, Georg		1837.0	1898.0	1877.0	1877	['en']		6	{'German fiction -- Translations into English', 'Egypt -- History -- To 332 B.C. -- Fiction'}	Georg+Ebers	Uarda+Romance	https://www.worldcat.org/search?q=Georg+Ebers+Uarda+Romance&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	0	1
PG17069	A Great Emergency and Other Tales	Ewing, Juliana Horatia		1841.0	1885.0	1877.0	1877	['en']		82	"{'Children -- Conduct of life -- Juvenile fiction', 'Great Britain -- Social life and customs -- 19th century -- Juvenile fiction', 'Family -- Juvenile fiction', ""Children's stories""}"	Juliana+Ewing	Great+Emergency	https://www.worldcat.org/search?q=Juliana+Ewing+Great+Emergency&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
PG31128	Facing Death; Or, The Hero of the Vaughan Pit: A Tale of the Coal Mines	Henty, G. A. (George Alfred)		1832.0	1902.0	1800.0	1877	['en']		49	{'Rescues -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Youth -- Conduct of life -- Juvenile fiction', 'Coal mines and mining -- Great Britain -- Juvenile fiction', 'Courtship -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Coal miners -- England -- Juvenile fiction', 'Youth and death -- Juvenile fiction', 'Riots -- Juvenile fiction', 'Mine accidents -- Juvenile fiction'}	Henty	Facing+Death	https://www.worldcat.org/search?q=Henty+Facing+Death&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
PG21242	On the Irrawaddy: A Story of the First Burmese War	Henty, G. A. (George Alfred)		1832.0	1902.0	1800.0	1877	['en']		79	{'Brigands and robbers -- Juvenile fiction', 'Rescues -- Juvenile fiction', 'Animals -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Prisoners -- Juvenile fiction', 'Soldiers -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction', 'Burma -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Anglo-Burmese War, 1st, 1824-1826 -- Juvenile fiction', 'War stories'}	Henty	Irrawaddy+Story	https://www.worldcat.org/search?q=Henty+Irrawaddy+Story&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	1	0	0	0	0	0	0	1	0
PG48297	A Soldier's Daughter, and Other Stories	Henty, G. A. (George Alfred)		1832.0	1902.0	1800.0	1877	['en']		32	{'Adventure stories', 'Fiction'}	Henty	Soldier+Daughter	https://www.worldcat.org/search?q=Henty+Soldier+Daughter&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	1	0	0	0	0	0	0	1	0	0	0
PG36975	The Lost Heir	Henty, G. A. (George Alfred)		1832.0	1902.0	1800.0	1877	['en']		25	{'Impostors and imposture -- Juvenile fiction', 'Inheritance and succession -- Juvenile fiction', 'India -- Juvenile fiction', 'Courage -- Juvenile fiction', 'War -- Juvenile fiction', 'Forgers -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction', 'Wills -- Juvenile fiction', 'Kidnapping -- Juvenile fiction', 'Youth -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Success -- Juvenile fiction', 'England -- Fiction', 'Voyages and travels -- Juvenile fiction', 'Murder -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Diligence -- Juvenile fiction', 'Nurses -- Juvenile fiction'}	Henty	Lost+Heir	https://www.worldcat.org/search?q=Henty+Lost+Heir&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	1	0
PG35012	A Search For A Secret: A Novel. Vol. 1	Henty, G. A. (George Alfred)		1832.0	1902.0	2005.0	1877	['en']		36	{'Mystery fiction', 'Inheritance and succession -- Fiction'}	Henty	Search+Secret	https://www.worldcat.org/search?q=Henty+Search+Secret&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	1	0	0
PG35265	A Search For A Secret: A Novel. Vol. 2	Henty, G. A. (George Alfred)		1832.0	1902.0	2005.0	1877	['en']		12	{'Mystery fiction', 'Inheritance and succession -- Fiction'}	Henty	Search+Secret	https://www.worldcat.org/search?q=Henty+Search+Secret&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	1	0	0
