id	title	author	gender	year-birth	year-death	year-worldcat	year-ref	language	translation	downloads	subjects	shortauthor	shorttitle	worldcaturl	Western	Adventure	Love	War	Humour	Sea	Pulp fiction	SciFi & Fantasy	General fiction	Mystery & Detective stories	Juvenile	Translations
PG66248	The Texas Hawks; or, The Strange Decoy	Badger, Jos. E. (Joseph Edward)		1848.0	1909.0	1871.0	1871	['en']		61	{'Dime novels', 'Brigands and robbers -- Fiction', 'Kiowa Indians -- Fiction', 'Texas -- Fiction'}	Jos+Badger	Texas+Hawks	https://www.worldcat.org/search?q=Jos+Badger+Texas+Hawks&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	1	0	0	0	0	0
PG50246	Running to Waste: The Story of a Tomboy	Baker, George M. (George Melville)		1832.0	1890.0	2007.0	1871	['en']		10	{'Gender identity -- Juvenile fiction', 'Girls -- Conduct of life -- Juvenile fiction', 'Responsibility -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Maine -- Juvenile fiction', 'Mothers and daughters -- Juvenile fiction', 'Paralysis -- Juvenile fiction'}	George+Baker	Running+Waste	https://www.worldcat.org/search?q=George+Baker+Running+Waste&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
PG49170	Summer Days	Baker, George M. (George Melville)		1832.0	1890.0	2007.0	1871	['en']		7	"{'Friendship -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Vacations -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', ""Children's stories"", 'Seashore -- Juvenile fiction'}"	George+Baker	Summer+Days	https://www.worldcat.org/search?q=George+Baker+Summer+Days&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
PG21740	The Iron Horse	Ballantyne, R. M. (Robert Michael)		1825.0	1894.0	1871.0	1871	['en']		28	{'Biographical fiction', 'Telegraph -- Juvenile fiction', 'Engineering -- Juvenile fiction', 'Industrialization -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Railroads -- Juvenile fiction'}	Ballantyne	Iron+Horse	https://www.worldcat.org/search?q=Ballantyne+Iron+Horse&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
PG29623	The Cuckoo Clock	Barefoot, Wesley				1871.0	1871	['en']		17	{'Short stories', 'Science fiction'}	Wesley+Barefoot	Cuckoo+Clock	https://www.worldcat.org/search?q=Wesley+Barefoot+Cuckoo+Clock&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	1	0	0	0	0
PG37725	The Fisher Girl	Bjørnson, Bjørnstjerne		1832.0	1910.0	1871.0	1871	['en']		25	{'Bildungsromans', 'Norway -- Fiction', 'Young women -- Fiction'}	Bjørnstjerne+Bjørnson	Fisher+Girl	https://www.worldcat.org/search?q=Bjørnstjerne+Bjørnson+Fisher+Girl&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG44559	Nightmare Tales	Blavatsky, H. P. (Helena Petrovna)		1831.0	1891.0	1892.0	1871	['en']		131	{'Fantasy fiction', 'Dreams -- Fiction'}	Blavatsky	Nightmare+Tales	https://www.worldcat.org/search?q=Blavatsky+Nightmare+Tales&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	1	0	0	0	0
PG9475	The Lovels of Arden	Braddon, M. E. (Mary Elizabeth)		1835.0	1915.0	1871.0	1871	['en']		17	{'Man-woman relationships -- Fiction', 'England -- Social life and customs -- Fiction'}	Braddon	Lovels+Arden	https://www.worldcat.org/search?q=Braddon+Lovels+Arden&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG65882	The Battle of Dorking	Chesney, George Tomkyns		1830.0	1895.0	1871.0	1871	['en']		99	{'Imaginary wars and battles -- Fiction', 'Fantasy fiction', 'War stories'}	George+Chesney	Battle+Dorking	https://www.worldcat.org/search?q=George+Chesney+Battle+Dorking&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	1	0	0	0	1	0	0	0	0
PG65629	The Boy Ranger; or, The Heiress of the Golden Horn	Coomes, Oll		1845.0	1921.0	1871.0	1871	['en']		7	{'Dime novels', 'Arapaho Indians -- Fiction', 'Frontier and pioneer life -- Fiction', 'Dakota Indians -- Fiction', 'Adventure stories'}	Oll+Coomes	Ranger+Heiress	https://www.worldcat.org/search?q=Oll+Coomes+Ranger+Heiress&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	1	0	0	0	0	1	0	0	0	0	0
PG59847	Rainbolt, the Ranger; or, The Aerial Demon of the Mountain	Coomes, Oll		1845.0	1921.0	1871.0	1871	['en']		4	{'Brigands and robbers -- Fiction', 'Dime novels', 'Kidnapping -- Fiction', 'Indians of North America -- Fiction', 'Black Hills (S.D. and Wyo.) -- Fiction'}	Oll+Coomes	Rainbolt+Ranger	https://www.worldcat.org/search?q=Oll+Coomes+Rainbolt+Ranger&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	1	0	0	0	0	0
PG34335	The William Henry Letters	Diaz, Abby Morton		1821.0	1904.0	1871.0	1871	['en']		32	{'Aunts -- Juvenile fiction', 'Family -- Juvenile fiction', 'Boys -- Conduct of life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Death -- Juvenile fiction', 'Students -- Juvenile fiction', 'Boarding schools -- Juvenile fiction', 'Uncles -- Juvenile fiction', 'Grandmothers -- Juvenile fiction'}	Abby+Diaz	William+Henry	https://www.worldcat.org/search?q=Abby+Diaz+William+Henry&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
PG40525	Kathie's Soldiers	Douglas, Amanda M.		1831.0	1916.0	1871.0	1871	['en']		17	{'Uncles -- Juvenile fiction', 'War -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Soldiers -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Family -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Patriotism -- Juvenile fiction', 'United States -- History -- Civil War, 1861-1865 -- Juvenile fiction', 'Christian life -- Juvenile fiction'}	Amanda+Douglas	Kathie+Soldiers	https://www.worldcat.org/search?q=Amanda+Douglas+Kathie+Soldiers&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
PG19896	Queer Stories for Boys and Girls	Eggleston, Edward		1837.0	1902.0	1871.0	1871	['en']		13	"{'Children -- Conduct of life -- Juvenile fiction', ""Children's stories"", 'Conduct of life -- Juvenile fiction', 'Short stories'}"	Edward+Eggleston	Queer+Stories	https://www.worldcat.org/search?q=Edward+Eggleston+Queer+Stories&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
PG43190	Blade-O'-Grass. Golden Grain. and Bread and Cheese and Kisses.	Farjeon, B. L. (Benjamin Leopold)		1833.0	1903.0	1871.0	1871	['en']		7	{'Christmas stories', 'Fiction'}	Farjeon	Blade+Grass	https://www.worldcat.org/search?q=Farjeon+Blade+Grass&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG32917	The Sapphire Cross	Fenn, George Manville		1831.0	1909.0	1871.0	1871	['en']		5	{'Fiction'}	George+Fenn	Sapphire+Cross	https://www.worldcat.org/search?q=George+Fenn+Sapphire+Cross&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG53901	The Merman and the Figure-Head	Guernsey, Clara F. (Clara Florida)		1836.0	1893.0	1871.0	1871	['en']		11	"{""Children's stories"", 'Mermaids -- Juvenile fiction', 'Fantasy fiction'}"	Clara+Guernsey	Merman+Figure	https://www.worldcat.org/search?q=Clara+Guernsey+Merman+Figure&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	1	0	0	1	0
PG12348	Richard Vandermarck: A Novel	Harris, Miriam Coles		1834.0	1925.0	1871.0	1871	['en']		17	{'Man-woman relationships -- Fiction', 'Orphans -- Fiction', 'Young women -- Fiction'}	Miriam+Harris	Richard+Vandermarck	https://www.worldcat.org/search?q=Miriam+Harris+Richard+Vandermarck&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG7141	Suburban Sketches	Howells, William Dean		1837.0	1920.0	1871.0	1871	['en']		34	{'Short stories', 'Suburban life -- Fiction', 'Domestic fiction'}	William+Howells	Suburban+Sketches	https://www.worldcat.org/search?q=William+Howells+Suburban+Sketches&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG50475	The Young Ship-Builders of Elm Island	Kellogg, Elijah		1813.0	1901.0	1871.0	1871	['en']		12	{'Boys -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Sick -- Juvenile fiction', 'Prayer -- Juvenile fiction', 'Ships -- Juvenile fiction', 'Christian life -- Juvenile fiction', 'Uncles -- Juvenile fiction'}	Elijah+Kellogg	Young+Ship	https://www.worldcat.org/search?q=Elijah+Kellogg+Young+Ship&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
PG49745	The Young Deliverers of Pleasant Cove	Kellogg, Elijah		1813.0	1901.0	1871.0	1871	['en']		5	{'Children -- Conduct of life -- Juvenile fiction', 'Ship captains -- Juvenile fiction', 'Slavery -- Juvenile fiction', 'Young men -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Seafaring life -- Juvenile fiction', 'Adventure stories'}	Elijah+Kellogg	Young+Deliverers	https://www.worldcat.org/search?q=Elijah+Kellogg+Young+Deliverers&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	1	0	0	0	0	0	0	0	0	1	0
PG48904	Arthur Brown, The Young Captain	Kellogg, Elijah		1813.0	1901.0	1871.0	1871	['en']		5	{'Gratitude -- Juvenile fiction', 'Frontier and pioneer life -- Juvenile fiction', 'Youth -- Conduct of life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Success -- Juvenile fiction', 'Orphans -- Juvenile fiction', 'Temperance -- Juvenile fiction', 'Maine -- Juvenile fiction', 'Diligence -- Juvenile fiction', 'Natural history -- Juvenile fiction', 'Self-reliance -- Juvenile fiction'}	Elijah+Kellogg	Arthur+Brown	https://www.worldcat.org/search?q=Elijah+Kellogg+Arthur+Brown&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
PG38460	Checkmate	Le Fanu, Joseph Sheridan		1814.0	1873.0	1871.0	1871	['en']		132	{'Gothic fiction', 'England -- Fiction', 'Inheritance and succession -- Fiction'}	Joseph+Fanu	Checkmate	https://www.worldcat.org/search?q=Joseph+Fanu+Checkmate&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG9301	Ranald Bannerman's Boyhood	MacDonald, George		1824.0	1905.0	1871.0	1871	['en']		17	{'Brothers -- Juvenile fiction', 'Country life -- Juvenile fiction', 'Christian life -- Juvenile fiction', 'Scotland -- Juvenile fiction'}	George+MacDonald	Ranald+Bannerman	https://www.worldcat.org/search?q=George+MacDonald+Ranald+Bannerman&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
PG44123	Jessie's Parrot	Mathews, Joanna H. (Joanna Hooe)		1849.0	1901.0	1871.0	1871	['en']		18	{'Friendship -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Pride and vanity -- Juvenile fiction', 'Intergenerational relations -- Juvenile fiction', 'Grandparents -- Juvenile fiction', 'Students -- Juvenile fiction', 'Parrots -- Juvenile fiction', 'Christian life -- Juvenile fiction'}	Joanna+Mathews	Jessie+Parrot	https://www.worldcat.org/search?q=Joanna+Mathews+Jessie+Parrot&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
PG25356	Aunt Madge's Story	May, Sophie		1833.0	1906.0	1871.0	1871	['en']		7	{'Friendship -- Juvenile fiction', 'Family -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Maine -- Juvenile fiction', 'Girls -- Juvenile fiction', 'Christian life -- Juvenile fiction'}	Sophie+May	Aunt+Madge	https://www.worldcat.org/search?q=Sophie+May+Aunt+Madge&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
PG53899	Eva's Adventures in Shadow-Land	Nauman, Mary D. (Mary Dummett)		1839.0	1920.0	1871.0	1871	['en']		21	"{'Fairies -- Juvenile fiction', ""Children's stories"", 'Fantasy fiction'}"	Mary+Nauman	Adventures+Shadow	https://www.worldcat.org/search?q=Mary+Nauman+Adventures+Shadow&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	1	0	0	1	0
PG24544	Desk and Debit; or, The Catastrophes of a Clerk	Optic, Oliver		1822.0	1897.0	1871.0	1871	['en']		11	{'Fraud -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Christian life -- Juvenile fiction', 'Sailing -- Juvenile fiction'}	Oliver+Optic	Desk+Debit	https://www.worldcat.org/search?q=Oliver+Optic+Desk+Debit&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
PG44950	Plane and Plank; or, The Mishaps of a Mechanic	Optic, Oliver		1822.0	1897.0	1871.0	1871	['en']		7	{'Children -- Conduct of life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Prayer -- Juvenile fiction', 'Temperance -- Juvenile fiction', 'Carpentry -- Juvenile fiction', 'Christian life -- Juvenile fiction'}	Oliver+Optic	Plane+Plank	https://www.worldcat.org/search?q=Oliver+Optic+Plane+Plank&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
PG43151	Cartouche	Peard, Frances Mary		1835.0	1923.0	1871.0	1871	['en']		3	{'Dogs -- Fiction', 'British -- Italy -- Fiction', 'Young women -- Fiction'}	Frances+Peard	Cartouche	https://www.worldcat.org/search?q=Frances+Peard+Cartouche&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG16788	My Little Lady	Poynter, E. Frances (Eleanor Frances)				1871.0	1871	['en']		16	{'Fiction'}	Frances+Poynter	Little+Lady	https://www.worldcat.org/search?q=Frances+Poynter+Little+Lady&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG27712	Sir Harry Hotspur of Humblethwaite	Trollope, Anthony		1815.0	1882.0	1871.0	1871	['en']		21	{'Cumberland (England) -- Fiction', 'Inheritance and succession -- Fiction', 'Fathers and daughters -- Fiction', 'Domestic fiction'}	Anthony+Trollope	Harry+Hotspur	https://www.worldcat.org/search?q=Anthony+Trollope+Harry+Hotspur&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG11214	The Garies and Their Friends	Webb, Frank J.		1828.0	1894.0	2001.0	1871	['en']		220	{'Racially mixed people -- Fiction', 'African American families -- Fiction', 'African Americans -- Fiction', 'Race relations -- Fiction', 'Domestic fiction'}	Frank+Webb	Garies+Their	https://www.worldcat.org/search?q=Frank+Webb+Garies+Their&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG60651	Dr. Wainwright's Patient: A Novel	Yates, Edmund		1831.0	1894.0	1871.0	1871	['en']		12	{'Fiction'}	Edmund+Yates	Wainwright+Patient	https://www.worldcat.org/search?q=Edmund+Yates+Wainwright+Patient&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG26487	Little Lucy's Wonderful Globe	Yonge, Charlotte M. (Charlotte Mary)		1823.0	1901.0	1871.0	1871	['en']		17	{'Girls -- Juvenile fiction', 'National characteristics -- Juvenile fiction'}	Charlotte+Yonge	Little+Lucy	https://www.worldcat.org/search?q=Charlotte+Yonge+Little+Lucy&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
PG60138	Edith and Her Ayah, and Other Stories	A. L. O. E.		1821.0	1893.0	1872.0	1872	['en']		16	"{'Children -- Conduct of life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', ""Children's stories"", 'Sunday school literature', 'Christian life -- Juvenile fiction'}"		Edith+Ayah	https://www.worldcat.org/search?q=+Edith+Ayah&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
PG66064	The Border Riflemen; or, The Forest Fiend. A Romance of the Black-Hawk Uprising	Aiken, Albert W.		1846.0	1894.0	1872.0	1872	['en']		58	{'Dime novels', 'Black Hawk War, 1832 -- Fiction'}	Albert+Aiken	Border+Riflemen	https://www.worldcat.org/search?q=Albert+Aiken+Border+Riflemen&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	1	0	0	0	0	0
PG2787	An Old-Fashioned Girl	Alcott, Louisa May		1832.0	1888.0	1872.0	1872	['en']		395	{'Friendship -- Juvenile fiction', 'City and town life -- Fiction', 'Boston (Mass.) -- History -- 19th century -- Fiction', 'New England -- Fiction'}	Louisa+Alcott	Fashioned+Girl	https://www.worldcat.org/search?q=Louisa+Alcott+Fashioned+Girl&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
PG54006	Tattered Tom; or, The Story of a Street Arab	Alger, Horatio, Jr.		1832.0	1899.0	1872.0	1872	['en']		32	{'Gender identity -- Juvenile fiction', 'Wealth -- Juvenile fiction', 'New York (N.Y.) -- History -- 1865-1898 -- Juvenile fiction', 'Runaways -- Juvenile fiction', 'Orphans -- Juvenile fiction', 'Guardian and ward -- Juvenile fiction', 'Street life -- Juvenile fiction', 'Girls -- Juvenile fiction'}	Horatio+Alger	Tattered+Story	https://www.worldcat.org/search?q=Horatio+Alger+Tattered+Story&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
PG56207	Strive and Succeed; or, The Progress of Walter Conrad	Alger, Horatio, Jr.		1832.0	1899.0	1872.0	1872	['en']		76	{'Teachers -- Juvenile fiction', 'Bildungsromans', 'Young men -- Conduct of life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Success -- Juvenile fiction', 'Wisconsin -- Juvenile fiction', 'Loyalty -- Juvenile fiction', 'Runaway teenagers -- Juvenile fiction'}	Horatio+Alger	Strive+Succeed	https://www.worldcat.org/search?q=Horatio+Alger+Strive+Succeed&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	1	0
PG21753	The Norsemen in the West	Ballantyne, R. M. (Robert Michael)		1825.0	1894.0	1872.0	1872	['en']		40	{'Colonists -- Juvenile fiction', 'America -- Discovery and exploration -- Norse -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction', 'Indians of North America -- Juvenile fiction', 'Fur traders -- Juvenile fiction'}	Ballantyne	Norsemen+West	https://www.worldcat.org/search?q=Ballantyne+Norsemen+West&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
PG22318	"Crocker's Hole: From ""Slain By The Doones"" By R. D. Blackmore"	Blackmore, R. D. (Richard Doddridge)		1825.0	1900.0	1900.0	1872	['en']		5	{'England -- Social life and customs -- 19th century -- Fiction'}	Blackmore	Crocker+Hole	https://www.worldcat.org/search?q=Blackmore+Crocker+Hole&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG840	Lorna Doone: A Romance of Exmoor	Blackmore, R. D. (Richard Doddridge)		1825.0	1900.0	1948.0	1872	['en']		77	"{'Historical fiction', ""Monmouth's Rebellion, 1685 -- Fiction"", 'Exmoor (England) -- Fiction', 'Love stories'}"	Blackmore	Lorna+Doone	https://www.worldcat.org/search?q=Blackmore+Lorna+Doone&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	1	0	0	0	0	0	1	0	0	0
PG17460	Lorna Doone: A Romance of Exmoor	Blackmore, R. D. (Richard Doddridge)		1825.0	1900.0	1948.0	1872	['en']		262	"{'Historical fiction', 'Love stories', 'Exmoor (England) -- Fiction', ""Monmouth's Rebellion, 1685 -- Fiction""}"	Blackmore	Lorna+Doone	https://www.worldcat.org/search?q=Blackmore+Lorna+Doone&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	1	0	0	0	0	0	1	0	0	0
PG18400	Isopel Berners: The History of certain doings in a Staffordshire Dingle, July, 1825	Borrow, George		1803.0	1881.0	1872.0	1872	['en']		84	{'England -- Fiction', 'Romanies -- Fiction'}	George+Borrow	Isopel+Berners	https://www.worldcat.org/search?q=George+Borrow+Isopel+Berners&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG35346	The Ravens and the Angels, with Other Stories and Parables	Charles, Elizabeth Rundle		1828.0	1896.0	2004.0	1872	['en']		21	"{'Children -- Conduct of life -- Juvenile fiction', ""Children's stories"", 'Christian life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction'}"	Elizabeth+Charles	Ravens+Angels	https://www.worldcat.org/search?q=Elizabeth+Charles+Ravens+Angels&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
PG3632	Poor Miss Finch	Collins, Wilkie		1824.0	1889.0	1872.0	1872	['en']		78	{'Blind women -- Fiction', 'Brothers -- Fiction', 'Psychological fiction', 'Love stories', 'Domestic fiction', 'Sibling rivalry -- Fiction', 'Twins -- Fiction'}	Wilkie+Collins	Poor+Miss	https://www.worldcat.org/search?q=Wilkie+Collins+Poor+Miss&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	1	0	0	0	0	0	1	0	0	0
PG58762	The New-Year's Bargain	Coolidge, Susan		1835.0	1905.0	1872.0	1872	['en']		25	"{'Housekeepers -- Juvenile fiction', 'Fairies -- Juvenile fiction', 'Grandfathers -- Juvenile fiction', 'Cats -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', ""Children's stories"", 'Bears -- Juvenile fiction', 'Christmas -- Juvenile fiction'}"	Susan+Coolidge	Year+Bargain	https://www.worldcat.org/search?q=Susan+Coolidge+Year+Bargain&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
PG21636	Bluff Crag; or, A Good Word Costs Nothing	Cupples, George, Mrs.		1839.0	1898.0	1872.0	1872	['en']		5	{'Brothers -- Juvenile fiction', 'Children and death -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Seashore -- Juvenile fiction', 'Truthfulness and falsehood -- Juvenile fiction', 'Uncles -- Juvenile fiction'}	George+Cupples	Bluff+Crag	https://www.worldcat.org/search?q=George+Cupples+Bluff+Crag&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	0	0	1	0
PG56234	Fire in the Woods: Illustrated	De Mille, James		1833.0	1880.0	1872.0	1872	['en']		7	{'Boarding school students -- Juvenile fiction', 'Sailing -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Grand Pré (N.S.) -- Juvenile fiction', 'Survival -- Juvenile fiction', 'Adventure stories', 'Schools -- Juvenile fiction'}	James+Mille	Fire+Woods	https://www.worldcat.org/search?q=James+Mille+Fire+Woods&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	1	0	0	0	0	0	0	0	0	1	0
PG56235	Picked up Adrift: Illustrated	De Mille, James		1833.0	1880.0	1872.0	1872	['en']		6	{'Boarding school students -- Juvenile fiction', 'Survival skills -- Juvenile fiction', 'Sailing -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Grand Pré (N.S.) -- Juvenile fiction', 'Adventure stories', 'Schools -- Juvenile fiction'}	James+Mille	Picked+Adrift	https://www.worldcat.org/search?q=James+Mille+Picked+Adrift&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	1	0	0	0	0	0	0	0	0	1	0
PG13257	The American Baron: A Novel	De Mille, James		1833.0	1880.0	1872.0	1872	['en']		9	{'Fiction'}	James+Mille	American+Baron	https://www.worldcat.org/search?q=James+Mille+American+Baron&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
PG56236	Treasure of the Seas: Illustrated	De Mille, James		1833.0	1880.0	1872.0	1872	['en']		16	{'Boarding school students -- Juvenile fiction', 'Sea stories', 'Survival skills -- Juvenile fiction', 'Nova Scotia -- Juvenile fiction', 'Sailing -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Treasure troves -- Juvenile fiction', 'Oak Island Treasure Site (N.S.) -- Juvenile fiction', 'Adventure stories', 'Pirates -- Juvenile fiction'}	James+Mille	Treasure+Seas	https://www.worldcat.org/search?q=James+Mille+Treasure+Seas&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	1	0	0	0	1	0	0	0	0	1	0
PG14051	The End of the World: A Love Story	Eggleston, Edward		1837.0	1902.0	1872.0	1872	['en']		30	{'Love stories', 'Fiction'}	Edward+Eggleston	World+Love	https://www.worldcat.org/search?q=Edward+Eggleston+World+Love&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	1	0	0	0	0	0	1	0	0	0
PG36724	Dutch the Diver; Or, A Man's Mistake	Fenn, George Manville		1831.0	1909.0	1872.0	1872	['en']		27	{'Treasure troves -- Fiction', 'Adventure stories', 'Deep diving -- Fiction'}	George+Fenn	Dutch+Diver	https://www.worldcat.org/search?q=George+Fenn+Dutch+Diver&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	1	0	0	0	0	0	0	0	0	0	0
PG36875	Midnight Webs	Fenn, George Manville		1831.0	1909.0	1872.0	1872	['en']		6	{'Fiction'}	George+Fenn	Midnight+Webs	https://www.worldcat.org/search?q=George+Fenn+Midnight+Webs&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc	0	0	0	0	0	0	0	0	1	0	0	0
