,Kincaid,ARI,Coleman-Liau,FleschReadingEase,GunningFogIndex,LIX,SMOGIndex,RIX,DaleChallIndex,characters_per_word,syll_per_word,words_per_sentence,sentences_per_paragraph,type_token_ratio,directspeech_ratio,characters,syllables,words,wordtypes,sentences,paragraphs,long_words,complex_words,complex_words_dc,tobeverb,auxverb,conjunction,pronoun,preposition,nominalization,interrogative,article,subordination
PG49870,6.259254229592411,7.548424898703079,8.076539897868948,80.28457375138728,10.501471525731304,35.52592855667342,9.886723915776995,3.147752808988764,3.9526904648022385,4.358655540410253,1.2931280960138303,16.89831460674157,1780.0,0.18404867183084545,0.5230337078651686,131104,38896,30079,5536,1780,1,5603,2814,5933,969,379,80,331,108,254,40,241,40
PG4988,5.2608979274766945,6.910666862392098,6.0597215720071205,91.52173923329599,10.202415821911899,31.62753488188255,9.030452184038896,2.386848847139197,4.441793598410177,3.9801068090787717,1.1328215398308856,19.188727583262168,2342.0,0.09944370271473076,0.6131511528608027,178866,50909,44940,4469,2342,1,5590,2839,9933,1345,627,133,328,180,215,38,113,53
PG4989,3.7815973670426892,4.782002794933817,5.55028349241001,94.79714995339793,8.408423006969821,28.697468428974865,8.186169726124174,2.053615253917312,4.042596232629294,3.9650685103078582,1.1434833796748578,15.073060222767605,5297.0,0.07483529971694096,0.46951104398716254,316579,91298,79842,5975,5297,1,10878,4749,16661,2598,1228,71,1353,234,481,137,295,100
PG49897,3.228976052745491,3.7384243965785515,6.460500300127713,89.49153538426866,7.416041631637757,25.124466219012085,8.066780921607233,1.5056022408963585,3.460667635432207,4.295870583226905,1.2686249467858663,9.869747899159664,714.0,0.2418050234142188,0.5896358543417367,30273,8940,7047,1704,714,1,1075,611,1326,165,91,19,94,34,49,13,27,17
PG498,7.807862014680264,9.679490026890356,7.710840258104888,79.05029537635541,11.926934725468236,38.534123577117256,10.047618952511058,3.6115873485072423,3.7769147712608504,4.22293211787488,1.2412430346063152,22.43895950339935,3383.0,0.10937808749720067,0.5093112621933196,320567,94224,75911,8303,3383,1,12218,5601,12807,2554,1084,70,803,128,546,76,244,76
PG49901,3.7725701509271623,4.366440244056129,6.94628601348089,87.1341707914876,8.173012155003454,28.863113888514675,8.588479355949975,1.9460043196544277,4.03354606255242,4.337424547283702,1.2861167002012073,10.734341252699783,463.0,0.28732394366197184,0.38444924406047515,21557,6392,4970,1428,463,1,901,482,1102,186,52,7,135,20,46,2,46,18
PG49903,3.463091671073851,4.363481729430767,6.101248694128099,93.01926462145026,8.26819693606383,28.758622143746255,8.498486229208451,2.0424750917671735,4.5441852672111125,4.1182783945345856,1.191856532877882,12.792780982345743,11442.0,0.08452946199829206,0.4868904037755637,602813,174458,146375,12373,11442,1,23370,11531,36243,4206,2272,590,2824,663,1324,221,762,165
PG49906,6.053708691996249,7.843103695908933,6.646494955490624,87.71383615808226,10.282212774612443,33.44540690255448,8.759986244825392,2.6726272352132048,3.476157743660533,4.06625441696113,1.1651943462897527,20.242090784044017,727.0,0.21045120956781735,0.5914718019257221,59839,17147,14716,3097,727,1,1943,804,2304,454,174,28,188,34,94,18,30,13
PG49913,5.110928670919012,6.834060979045486,5.831157871791646,93.03149646941611,9.551924306332362,31.36160471743534,8.091735939505396,2.3181076672104406,3.774640716862503,3.9379420344603244,1.1120485214799891,19.432707993474715,2452.0,0.10579445528762409,0.41802610114192496,187639,52988,47649,5041,2452,1,5684,2119,8482,1641,581,327,479,171,126,59,230,43
PG49924,7.877309309952565,9.575692087428088,8.76035451317119,74.79776851808694,12.812631649362494,41.97732280909379,11.447812629755877,4.400912894636744,5.152217961564917,4.42467726847521,1.316800748362956,20.330924305819703,2629.0,0.1492048643592142,0.36439710916698365,236499,70383,53450,7975,2629,1,11570,6254,14027,1790,507,283,721,320,727,29,212,57
PG49931,0.7092071884680031,1.2181222546402033,3.618992013898673,105.64084971886615,5.3551503025525085,19.11227316562758,6.481329564561533,0.9073878229339779,2.3936862743986733,3.8749806724277147,1.090642019001151,8.793926575011332,6619.0,0.0934251894102084,0.29188699199274815,225551,63483,58207,5438,6619,1,6006,2674,7216,2110,872,278,3053,297,257,137,402,90
PG49935,4.571110617385312,5.732364092267005,7.195098244440402,87.45417933855788,9.037705359345907,31.107457210921638,8.990221720139234,2.398868700719918,3.5622205055052074,4.267127691841067,1.2416135881104033,14.128385327391156,5834.0,0.10086745526235973,0.5013712718546451,351718,102340,82425,8314,5834,1,13995,6978,14937,2589,1020,399,1044,449,672,72,401,101
PG49937,4.421158350180459,5.976313437029091,7.218249611029904,89.56938908552053,8.607401928135971,31.257222160007387,8.480905270176192,2.4341397849462365,3.5143088251416046,4.256927949326999,1.2096047262318046,14.71236559139785,2232.0,0.14976551556124001,0.4775985663082437,139789,39721,32838,4918,2232,1,5433,2235,5791,1030,397,60,259,127,238,46,208,69
PG4993,2.57064048574777,3.5097156801069076,5.421068709534765,97.8194298227963,7.128996564458482,24.58335561881892,7.599072275801458,1.5092833876221499,3.0655921401638864,4.0322708726964045,1.1458829650319011,11.89543973941368,6140.0,0.09900325857772667,0.48013029315960915,294509,83693,73038,7231,6140,1,9267,4329,11451,2096,785,182,1709,354,425,129,430,158
PG49945,6.156050962159643,8.064328782888353,7.751961003907951,84.27546706487475,10.615787820057967,35.91854032739198,9.625891564490793,3.2195121951219514,4.000300373143549,4.274424663482415,1.22405557967868,18.723577235772357,123.0,0.3760312635692575,0.3089430894308943,9844,2819,2303,866,123,1,396,180,448,60,30,4,33,8,16,2,6,2
PG4994,4.389209327301977,5.813897748003793,6.748248118216718,90.76520172167676,9.084485715813377,29.87790989305988,8.84149069479486,2.2307239552678046,3.4390394557994606,4.164824353261184,1.1889576943110134,15.255150088287229,3398.0,0.09722784883384455,0.461153619776339,215892,61632,51837,5040,3398,1,7580,3865,8806,2107,803,126,621,308,276,46,330,109
PG49954,4.714002729553087,6.0453522388579835,6.579343553852514,90.05397586174963,9.627070339029261,31.851742920780957,9.19099505825362,2.5357704402515724,4.299886150470352,4.117566589857549,1.18646984076801,16.16322720125786,10176.0,0.06188099247919162,0.40064858490566035,677245,195147,164477,10178,10176,1,25804,13001,36439,5346,2653,740,3141,916,1424,204,492,215
PG49967,6.09591795530477,7.881180036267015,6.88709574250483,86.78679616566117,10.444492929721632,32.27336518788346,9.09228224600269,2.4629380053908356,3.4504130343935824,4.111555269487448,1.1803584132253802,19.891509433962263,1484.0,0.13465903316508013,0.5141509433962265,121369,34843,29519,3975,1484,1,3655,1836,4606,971,512,31,259,69,175,31,79,54
PG49985,4.438368922216771,6.045825904656862,5.543498790080999,95.55775353146481,9.036702804346294,29.963813571150705,7.920447368612831,2.144598846355532,4.108793862748225,3.9074139637719383,1.0976510285330308,18.143812270582067,7628.0,0.057680219073561606,0.4184583114840063,540790,151916,138401,7983,7628,1,16359,6156,28126,3704,1353,193,1705,337,528,166,718,178
PG49989,3.9616371075022023,5.188267961908707,6.230484011688063,92.87849283933598,8.63186194163179,29.97846408740142,8.50372131160927,2.2460488505747125,4.2921553314968115,4.088746278854131,1.170391879361671,14.720545977011493,2784.0,0.13332682641159532,0.41271551724137934,167565,47965,40982,5464,2784,1,6253,2811,9245,1172,444,184,592,223,276,50,156,53
PG499,4.457265772799079,5.468720179837064,6.373383010445217,90.0760548231962,8.867419290462042,29.367883326563927,8.64963426665291,2.154081632653061,3.1735709538754184,4.103531155936924,1.1984590502718002,15.1421768707483,2940.0,0.10669841412462375,0.6421768707482993,182681,53353,44518,4750,2940,1,6333,3128,6830,1674,660,179,480,207,297,39,135,76
PG50014,1.5023213371370083,2.3011481530246485,3.9291461246560893,105.40642034233049,6.95508741130861,23.12316826372126,7.435923731855487,1.33584229390681,4.354684807256236,3.7799848828420255,1.056689342403628,11.85483870967742,2790.0,0.09956160241874527,0.6103942652329749,125023,34950,33075,3293,2790,1,3727,1830,7890,1145,480,121,601,135,169,47,125,43
PG50022,4.723890731787922,5.635386071169194,7.934268984717022,82.9761375596052,9.140784494867276,30.414727576953577,9.242785706556202,2.2239430724152367,4.068795710729393,4.448152521777823,1.3173315534562133,12.229175387191294,4778.0,0.11257722784138556,0.23189619087484303,259910,76973,58431,6578,4778,1,10626,6207,12812,2333,844,386,1449,440,743,108,456,90
PG5002,3.7729206419424344,4.689172506993867,5.808674989846864,93.49040821598359,8.362276412125485,27.67220253270864,8.322415443385676,1.912183353437877,2.8823174380260457,4.026951359373946,1.168150846657222,14.304463208685164,4145.0,0.08240572083923632,0.6940892641737032,238766,69262,59292,4886,4145,1,7926,3914,8159,2076,745,200,530,232,356,59,185,94
PG50037,6.874428674715464,8.151467940728569,7.912165175269841,78.95525637962152,10.861553807815765,35.97172473599696,9.902559659269262,3.230785978663183,3.6637889423670873,4.30304641798982,1.2880860687591675,18.628238623993035,9186.0,0.07189733460340465,0.4204223818854779,736333,220416,171119,12303,9186,1,29678,14589,29692,6593,2887,427,3021,448,1833,142,708,158
PG5003,3.1460082717898423,3.99592602116131,5.675947616225649,95.15750802383198,7.645271035241667,26.166491452558027,7.9398556571061345,1.7103713768115942,2.8303607361166816,4.048292318102496,1.1674917197905907,12.716938405797102,4416.0,0.08732504718829018,0.6795742753623188,227344,65564,56158,4904,4416,1,7553,3592,7823,1859,797,172,565,243,314,54,285,99
PG5004,2.7268415248139455,3.7258591171315167,4.334639720100068,101.98708782614973,8.28491898811491,26.579708227527725,8.106699059670659,1.7414187643020596,4.509966344404051,3.763013566823824,1.0610025979024342,14.86413043478261,3496.0,0.08809775810641778,0.6398741418764302,195545,55135,51965,4578,3496,1,6088,3039,12416,1666,731,84,621,183,238,57,222,66
PG50050,6.4641124004964965,8.0652585737482,9.065906660216733,77.62861166511075,10.68613619395908,37.61063683401769,10.144936621954196,3.4701670644391407,4.378164947982408,4.539148078987223,1.3325197394539119,16.231742243436756,4190.0,0.1238770198938407,0.38591885441527446,308712,90626,68011,8425,4190,1,14540,7130,15390,2455,725,81,768,409,804,38,482,103
PG50051,2.768574333074568,3.852402454334392,4.579737030003564,101.37032286683585,8.223765368617277,26.14990720894169,8.086995236651466,1.683594722429674,4.414080131684505,3.808807824657163,1.0704320851626463,14.685835200398307,4017.0,0.08792568609835065,0.6223549912870301,224693,63148,58993,5187,4017,1,6763,3465,13770,1947,851,204,746,214,296,36,242,60
PG50063,4.5268856623054745,5.480293165336256,7.720245832673818,84.47366943242955,8.586818703866639,30.02288995493287,8.817894818016855,2.178660612939841,3.91788811543331,4.4101516272189345,1.2990569526627218,12.276958002270147,4405.0,0.13929363905325443,0.19046538024971624,238501,70253,54080,7533,4405,1,9597,4970,11333,2215,821,555,875,558,557,56,332,99
PG5007,6.095582500802241,7.105211694500838,7.741120161313127,80.70876118271696,10.482292910527773,34.60865204013958,9.934608203207297,2.9875629722921913,3.773861798978553,4.30921216058701,1.2931611029369614,16.47764483627204,6352.0,0.09402289186555328,0.3638224181360202,451028,135350,104666,9841,6352,1,18977,10182,19598,4053,1480,197,1684,537,1055,141,530,185
PG50080,4.50793784599983,6.048460954092107,6.910059587684231,90.38141540228249,8.906482111325479,31.058495987783235,8.605057240266746,2.411574074074074,3.641438211066249,4.186765320126499,1.1903454860075184,15.517592592592592,2160.0,0.1473834954352885,0.4773148148148148,140332,39898,33518,4940,2160,1,5209,2262,6096,1038,400,39,291,129,220,43,224,85
PG50087,5.091345438243394,6.138643403456744,6.678516267607385,87.4088640250555,9.348968517352834,31.205740833231456,8.904739769255487,2.430965147453083,3.452899920367592,4.13378300091037,1.217330133245055,16.197050938337803,1492.0,0.17528759414052802,0.35656836461126007,99897,29418,24166,4236,1492,1,3627,1734,4055,817,291,21,465,104,303,35,140,40
PG50089,4.695034473699817,5.681713046456551,5.698691686821444,91.66154364431549,9.192207334866197,29.7341759093284,8.525894374419048,2.1652591170825337,4.079523818544478,3.952652092865616,1.1575552166299496,16.989443378119002,5210.0,0.08172626108569168,0.5209213051823417,349869,102461,88515,7234,5210,1,11281,5303,18145,3289,1677,225,1583,204,627,129,253,124
PG50090,4.259999597352273,5.334664898584585,5.723956192225376,93.19793699504147,9.024189989479495,28.98148498121884,8.585829412041548,2.0738900962434026,3.6481179713755063,3.97329399741617,1.1500549545901544,16.100900341508847,3221.0,0.11054549661595418,0.277243092207389,206059,59643,51861,5733,3221,1,6680,3350,9359,1644,671,135,1516,208,348,73,142,72
PG5009,2.203104265113751,3.0322183852397586,4.826230319180038,100.44908001592191,7.7637535799980615,27.10026848497138,8.178656374793063,1.8085808580858085,5.009228912495734,3.931213113540915,1.1148359882333352,11.892409240924092,4545.0,0.12800873249338587,0.6638063806380639,212486,60258,54051,6919,4545,1,8220,4063,15128,1478,661,188,710,295,460,104,230,84
PG50103,3.9319691154970755,5.211903038847119,6.904826580785297,90.66681332236844,8.59187030075188,29.24909931077694,8.704791219417487,2.122767857142857,4.390489661654136,4.238262322472849,1.2128654970760233,13.359375,448.0,0.2656641604010025,0.21651785714285715,25366,7259,5985,1590,448,1,951,486,1413,203,90,41,132,26,65,6,30,7
PG50104,8.133812161505777,10.263744806169438,6.658776504042319,82.25482190445074,12.65150902967299,38.95782433088818,9.825881927829114,3.425675675675676,4.534453534488669,4.016698148847752,1.1660370230449566,25.55019305019305,1036.0,0.12330940687570835,0.4613899613899614,106322,30865,26470,3264,1036,1,3549,1609,5477,792,334,57,272,75,188,21,90,28
PG50105,3.7197084496726447,5.440260054523737,6.357155032607537,95.29449120021447,8.780087646564875,30.60108900647516,8.569887180417505,2.3406770553465877,4.383845252491119,4.101629487316327,1.1372433913260043,15.103170338527674,3722.0,0.10570320560714412,0.5668995163890381,230569,63929,56214,5942,3722,1,8712,3849,12940,1665,801,87,502,125,359,87,303,67
PG501,3.408506666844829,5.183431528437829,5.102575776358943,100.79672489113766,8.239845774002793,27.05415354602506,7.3126895065772874,1.7133569739952719,3.503829006602263,3.852138720256786,1.0501709580629406,16.93971631205674,1692.0,0.11907752424813342,0.43617021276595747,110410,30100,28662,3413,1692,1,2899,1049,4835,882,426,352,271,166,34,50,78,43
PG50131,4.553307886256992,5.695127976567569,5.943766560115293,91.89401206050803,9.733916006410265,31.237436912592912,9.217143934572057,2.4307806968511274,4.3379201207717255,4.002206685355941,1.1600860156944868,16.549468977082167,5367.0,0.1002240461152205,0.39258431153344514,355480,103040,88821,8902,5367,1,13046,6915,19784,3429,1222,290,1909,305,837,75,194,106
PG50133,10.338423567774218,12.8023618372969,9.760478620565582,66.65633046607074,14.19987631416203,44.978523640861305,11.70139561876632,4.956709956709957,5.3131122055433755,4.543318153707764,1.3490189464215439,25.666666666666668,693.0,0.23871366728509585,0.18037518037518038,80812,23995,17787,4246,693,1,3435,1749,4551,521,165,12,179,79,165,15,84,16
PG50138,2.7351966803248793,3.323288318184318,5.791774809114035,93.83479827768677,7.276574030590436,25.10659422735445,7.936545338821217,1.5260058881256133,3.2793867242342256,4.159864026434022,1.2118762925808828,10.320657507360156,4076.0,0.11562507428625764,0.415603532875368,174993,50980,42067,4864,4076,1,6220,3311,7373,1764,545,124,769,249,453,70,395,109
PG50157,3.5515273274218124,4.74512243323403,6.090765935477009,94.28171302019528,8.444006695070977,28.1645590968526,8.490937817226776,1.9826010026540843,4.558306218369517,4.086271839288375,1.1641590942946523,13.857564140371572,3391.0,0.12885446149262625,0.5028015334709525,192018,54705,46991,6055,3391,1,6723,3408,11520,1328,511,63,611,229,380,76,208,103
PG50165,4.300983611561563,5.768163104014555,5.676311624864891,94.9302997264789,9.719501154105927,31.18064378387403,9.04255098118737,2.403416149068323,4.770954613527813,3.944566548965915,1.1159292354255244,17.238509316770187,3220.0,0.08721265403185126,0.6239130434782608,218955,61943,55508,4841,3220,1,7739,3919,13766,1484,709,23,407,192,435,52,268,116
PG50169,5.256426719865594,6.263552373905377,7.0853967816572165,85.34522339026688,9.823313954191619,31.805351858075262,9.458832663459793,2.528552005438477,4.269904861658779,4.212758128057492,1.247651413481103,15.702923181509178,2942.0,0.13600155850902637,0.28721957851801494,194621,57639,46198,6283,2942,1,7439,4091,10214,1666,688,128,978,214,438,91,208,76
PG50176,3.3926347513612463,4.3889102017458015,5.951724626122655,94.24357675304614,8.22212134347677,28.716415504164527,8.397502119779958,2.048087048087048,4.364655511238122,4.080813185449194,1.1725403622629464,13.196560196560197,8547.0,0.08998944951281573,0.43395343395343394,460279,132252,112791,10150,8547,1,17505,8300,26502,3816,1362,285,2839,245,653,150,557,84
PG50177,3.847156554210155,4.817177437555586,6.21302847135015,92.03958637943315,8.92789663058594,29.753931796492186,8.940501467345879,2.2013983888128896,3.9741711580293337,4.108878257418757,1.191487719917104,13.788721690226478,6579.0,0.08777944353807487,0.4257485940112479,372741,108087,90716,7963,6579,1,14483,7739,18903,3742,1554,309,2009,409,1012,232,443,172
PG50186,6.9031044733226885,8.668742374020532,7.6430703579537145,81.73419257095969,11.115094943207373,35.99471141297047,9.751689970690112,3.185846560846561,3.678301578003399,4.234987540513689,1.2351341227055814,20.303902116402117,3024.0,0.1081613707063633,0.31316137566137564,260024,75836,61399,6641,3024,1,9634,4595,10387,2018,922,200,1022,251,446,80,238,83
PG50188,3.5392777606657155,4.456681826752927,6.040973875538299,93.17400528573272,8.35527419445053,28.905352617492834,8.519760634220951,2.072762271414822,4.743588268684045,4.0962877538210005,1.1853057530327138,13.18633301251203,5195.0,0.12193626556501175,0.44523580365736287,280608,81197,68503,8353,5195,1,10768,5276,17742,1981,908,420,1166,372,436,108,220,57
PG50194,5.9355209521724674,7.713975269883235,6.622832723164109,88.11665226564398,10.247846757682535,32.88123173122394,8.809475019311126,2.5767790262172285,3.173550298439708,4.065333458224054,1.1634273136005995,19.99250936329588,2136.0,0.10205133008617459,0.5711610486891385,173606,49683,42704,4358,2136,1,5504,2403,5901,1326,702,94,255,153,125,41,198,56
PG50209,2.521172942553818,3.391416350380922,4.476111477520025,101.38251910260287,8.192400514486934,26.962296683995174,8.27982232568467,1.8169484860401102,4.616775380772636,3.815925468691683,1.0821538284861187,13.696814785686197,5086.0,0.0882690706554506,0.6702713330711758,265825,75385,69662,6149,5086,1,9241,4726,17371,1990,1243,408,889,332,575,105,137,104
PG50210,10.074828162688068,13.153924218716561,10.363496969904364,68.04106721320993,14.084088396645624,47.29234786710761,11.650604726727758,5.5612472160356345,5.355782932053585,4.6480652803369304,1.3360533473721155,25.383073496659243,449.0,0.29613056067386156,0.14699331848552338,52974,15227,11397,3375,449,1,2497,1120,2957,307,99,13,81,50,106,13,76,14
PG50225,1.056584611791994,1.7839882641746492,3.7900702763944594,106.27433137992013,6.181872616435712,22.3014738416014,6.94041571383924,1.239755188930282,4.689865103350716,3.8089255531168797,1.0621105476929287,10.547897817988291,3758.0,0.11423093418098337,0.5505588078765301,150982,42101,39639,4528,3758,1,4659,1945,10460,865,287,75,544,151,196,62,213,62
PG50238,3.4759123673890677,4.433026575154468,6.364232293017675,92.21019825950657,6.982275409719733,26.240658675300153,7.339223604959315,1.7160986221899928,3.2104837614806536,4.175787194194077,1.2062507315931172,12.390137781000725,2758.0,0.13590073744586212,0.4271211022480058,142695,41220,34172,4644,2758,1,4733,1731,5618,825,318,150,527,246,149,58,162,58
PG50246,3.9492590037046753,5.343607379495676,6.297385035994218,93.42893533329854,8.58607744153125,29.89681981187926,8.398616079273268,2.2345397549159305,4.263634108038666,4.094208964310174,1.1607754356593867,14.979766315189513,3509.0,0.13149684194505745,0.43089199202051864,215208,61015,52564,6912,3509,1,7841,3409,11720,1407,562,165,745,270,460,81,278,43
PG50260,4.839283142132093,6.365520916645803,6.076922304965613,92.23457642553659,10.071095291248774,32.282265474739724,9.253599369242798,2.574712643678161,4.796446758598409,4.002040662081475,1.139955407754516,17.89181879648411,2958.0,0.1222507746957902,0.517579445571332,211804,60331,52924,6470,2958,1,7616,3856,13102,1656,544,93,517,273,410,60,278,76
PG50268,10.500540102693744,13.592931832968851,7.969218974254698,73.93416118099708,14.644733555634904,45.4387957308668,10.524154651906514,4.570967741935484,4.626794999941059,4.2081196732326624,1.2061392651271352,30.405376344086022,930.0,0.14117480637974325,0.25483870967741934,118993,34106,28277,3992,930,1,4251,1755,5585,761,318,118,165,144,110,32,60,68
PG50273,4.469514585813762,5.290014813020029,5.971693077073827,90.62682736272161,9.839327392760593,31.86509124564259,9.504291690688042,2.5365953109072374,4.520961893489151,4.027528245057937,1.1876471439281346,15.500713557594292,4905.0,0.11108626744354276,0.5249745158002038,306217,90298,76031,8446,4905,1,12442,6917,18067,2224,1104,222,1231,331,867,72,165,69
PG50274,3.1250281904246577,4.584607839499778,5.859413848586815,97.45664670370364,8.124089061273137,27.48017248800482,8.165077332439967,1.887563884156729,3.5982141572648216,4.045209837269057,1.1258411843876177,13.923339011925043,1174.0,0.17288633304784046,0.28449744463373083,66123,18403,16346,2826,1174,1,2216,1044,3010,642,267,37,448,94,104,48,83,47
PG50275,3.586979446259587,4.474160967623661,6.818885343079096,89.68323977000951,7.848405046233964,27.8862524911138,8.300769709127387,1.8803680981595092,3.284332315952179,4.287671539546442,1.2477781011439701,11.418456032719837,3912.0,0.12272493227965703,0.4212678936605317,191526,55737,44669,5482,3912,1,7356,3664,7689,1296,569,93,886,252,385,93,293,100
PG50286,8.97678403283717,10.697366835429754,8.54120150214635,72.05197029105688,13.412281263879406,42.73028049426462,11.476061481875774,4.530471444998083,5.006938587987722,4.356656980583806,1.314654603090741,23.21502491376006,2609.0,0.14530775326905296,0.2947489459563051,263874,79626,60568,8801,2609,1,11820,6248,14789,2091,566,267,693,393,712,46,137,84
PG50287,4.038384445302949,5.447652416505587,5.631563606443105,95.59700100659187,9.736539148087429,30.59368781780374,9.218426743866264,2.324085005903188,4.9950688158896455,3.948993599686224,1.1162396819454101,16.555785123966942,3388.0,0.08536128790715088,0.6673553719008265,221503,62611,56091,4788,3388,1,7874,4367,14827,1583,622,27,355,157,493,48,279,109
PG50290,5.079022143108105,6.048402094221437,7.5241819345145835,84.05690349206176,9.232094193987571,32.224543797624015,9.141987009492837,2.561946902654867,3.694517970997387,4.319672766749379,1.2801256203473945,14.265486725663717,3616.0,0.1154427729528536,0.24142699115044247,222826,66034,51584,5955,3616,1,9264,4547,9758,1801,839,253,1232,259,641,85,328,87
PG502,3.819739376491871,4.8434595753912575,6.779614947313732,90.14238980102392,7.695311710640188,27.476359803837624,8.006902780327094,1.874719565474082,3.566440312654297,4.239250709130228,1.228016962956722,12.61317747077577,8469.0,0.08517051890545867,0.25304050064942735,452841,131178,106821,9098,8469,1,15877,7077,19895,3191,912,406,2235,668,685,208,866,168
PG50311,7.5591037746838765,9.064110773759491,8.604516147388082,75.51385181563035,11.775987825001412,38.42742055146171,10.634496197268408,3.691098364138517,4.095369223079415,4.409355511626129,1.3188803093019954,19.452092628000848,4707.0,0.09492032633981717,0.3722115997450606,403725,120758,91561,8691,4707,1,17374,9145,18153,2530,1048,454,1537,358,923,152,466,125
PG50317,4.9714955814306485,6.00422307066766,6.989227821407773,86.57838463480259,9.104643310981196,30.936716555279595,8.862546322062656,2.392217019215243,3.2917003477751425,4.20595554520136,1.238528904090731,15.248344905538511,6193.0,0.09178994631114124,0.3783303730017762,397181,116958,94433,8668,6193,1,14815,7095,15163,2967,1092,242,2031,334,797,147,340,99
PG50353,3.8987575441819224,5.279857060870256,5.552742139948265,96.14582211069998,8.473470362985578,28.232314587893214,7.886178367565594,1.9448851774530271,4.365498891462585,3.940322208846656,1.1127987091155904,16.30187891440501,2395.0,0.10818840765310042,0.4392484342379958,153842,43447,39043,4224,2395,1,4658,1906,8795,991,479,81,447,176,217,55,145,124
PG50361,3.9991217025936265,5.641577991628381,5.658614611360491,96.61664456283536,8.8606840613548,30.168704704047382,8.1360792775061,2.239811912225705,4.302193189729728,3.9461716080169946,1.0992149256488408,16.970219435736677,3190.0,0.11005818786367415,0.55141065830721,213626,59506,54135,5958,3190,1,7145,2805,11864,1858,776,272,600,168,194,54,257,67
PG50372,6.952194211369235,8.520643116646745,7.319565141631912,81.82848068671446,11.244109542422738,36.92064651850807,9.825816672440423,3.363982025578984,3.952642043908879,4.176947396744248,1.231013722588457,20.554441755962667,2893.0,0.10423113144087179,0.4120290356031801,248378,73201,59464,6198,2893,1,9732,4493,11046,2146,931,88,995,132,469,54,270,49
PG50387,7.561724275714031,9.378103460981585,7.522197803009316,80.22310539813861,11.662181773641569,37.13093409336672,9.837223418612965,3.3213657162970787,4.117721239716603,4.194220205397659,1.2313669293846032,22.106652587117214,2841.0,0.1250378154605525,0.48609644491376275,263418,77336,62805,7853,2841,1,9436,4427,12017,1653,560,108,537,244,493,55,218,75
PG50405,1.582812160892587,3.809057478630926,5.03611935801732,107.96226864832848,6.807128933039107,25.497965658963846,6.7285974607605805,1.6178861788617886,3.6927432889808145,3.9134069871603465,1.0053747387279786,13.613821138211382,246.0,0.26186921469095253,0.5609756097560976,13106,3367,3349,877,246,1,398,114,640,65,50,15,24,16,2,6,18,6
PG50406,4.996831442374759,5.860096154416006,7.660975992630654,83.23773535952559,8.899470597049316,31.222739449600123,8.95550000382558,2.3914959813326417,3.781259667664531,4.363638112829985,1.2992957746478873,13.474721285973555,3857.0,0.12866543523435697,0.4519056261343013,226787,67527,51972,6687,3857,1,9224,4560,10246,1800,739,169,717,262,747,46,276,59
PG50414,4.066164160608064,5.519742567619097,6.276737375351129,93.45370555823885,8.940265964207638,30.805428487298116,8.652252984510245,2.372398190045249,4.423223275675979,4.080173220973783,1.1546699438202248,15.464253393665158,4420.0,0.10710732677902622,0.4339366515837104,278888,78924,68352,7321,4420,1,10486,4707,15827,1813,658,188,816,348,424,111,221,86
PG50431,4.169422559174723,5.273936230176329,6.920200767646488,89.20467809642324,7.970873679441853,28.022080894166123,8.103157489127593,1.9604221635883905,3.4764504275410637,4.237111386299941,1.2285298398835516,13.494283201407212,3411.0,0.11570966130048448,0.415127528583993,195030,56548,46029,5326,3411,1,6687,2961,8183,1113,467,74,576,219,289,56,280,76
PG50440,3.6158426757213356,4.763477062891965,6.034723510095034,94.11857719410867,7.838210441149652,27.78417999210076,7.841316082521132,1.9297253634894993,3.0086839431011105,4.072409048731322,1.1640802482961636,14.024860886734878,11142.0,0.07465523309762263,0.5379644588045234,636375,181905,156265,11666,11142,1,21501,8705,22891,5008,2699,475,2688,519,837,298,494,171
PG50441,4.2313966642335075,4.912576682478935,7.442413833766121,84.7179578959804,8.273304140062608,29.334692878504136,8.643656817911417,2.0327908671362644,3.71973265459515,4.401324331342509,1.3087942525750886,11.22467816371144,4117.0,0.14509218384835107,0.4425552586835074,203394,60482,46212,6705,4117,1,8369,4371,9257,1498,525,163,913,207,473,74,309,78
PG50449,3.086734444507268,3.988622834596651,6.70479707472462,90.88226745285426,7.126171861008668,27.10093128991375,7.836666138357432,1.7155715571557155,3.247018933867189,4.326883000893123,1.249687406966359,10.078007800780078,3333.0,0.15638582911580828,0.43504350435043504,145340,41977,33590,5253,3333,1,5718,2599,5844,983,532,139,669,170,283,78,171,77
PG50453,3.695284210844079,4.608790085435494,5.2791137630426626,95.61367308274725,8.668525789892348,28.39056743996011,8.436070147871158,2.0052840158520477,4.239860658202429,3.9165095844329088,1.1325000724994925,15.18405988551299,4542.0,0.09632282574021982,0.46917657419638925,270106,78104,68966,6643,4542,1,9108,4474,15229,2015,1256,178,1392,245,432,134,194,113
PG50464,3.796627917440617,5.416774328982001,5.752588981193874,96.77751774766577,8.247780160491464,28.044173063669234,7.617067671275935,1.9167560609311307,4.063868955431845,3.9753829899630215,1.1060089804543054,16.245440892512338,4661.0,0.08849709455890122,0.2992919974254452,301016,83747,75720,6701,4661,1,8934,3312,15624,2027,667,587,1189,372,286,93,445,52
